host_location,host_response_time,host_is_superhost,host_neighbourhood,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,accommodates,bedrooms,amenities,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,amenities_count
"Bangkok, Thailand",within an hour,t,other,4.0,t,Parthum Wan,Entire home,6,1.0,"[""Dining table"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Babysitter recommendations"", ""Host greets you"", ""Outdoor furniture"", ""Patio or balcony"", ""Bidet"", ""Laundromat nearby"", ""Smoke alarm"", ""Drying rack for clothing"", ""Iron"", ""Cleaning products"", ""Room-darkening shades"", ""Bed linens"", ""Private entrance"", ""Cleaning available during stay"", ""Hot water"", ""Portable fans"", ""City skyline view"", ""Conditioner"", ""Wifi"", ""Toaster"", ""Dedicated workspace"", ""Breakfast"", ""Children\u2019s dinnerware"", ""Hair dryer"", ""Shampoo"", ""Outdoor kitchen with sink"", ""Garden view"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stainless steel electric stove"", ""Coffee"", ""Baby bath"", ""Pack \u2019n play/Travel crib - available upon request"", ""Outdoor dining area"", ""Trash compactor"", ""Ceiling fan"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Crib"", ""Hot water kettle"", ""Clothing storage"", ""Safe"", ""Free washer \u2013 In building"", ""Private backyard \u2013 Fully fenced"", ""Cooking basics"", ""TV with standard cable"", ""Wine glasses"", ""Essentials"", ""Smoking allowed"", ""Rice maker"", ""Coffee maker"", ""AC - split type ductless system"", ""First aid kit"", ""Kitchen""]",2240.0,347,4.91,4.95,4.95,4.93,4.86,4.76,4.86,2.47,62
"Bangkok, Thailand",within an hour,t,Bang Kho Laem,7.0,t,Bang Kho laen,Entire condo,2,1.0,"[""Shower gel"", ""Body soap"", ""Fast wifi \u2013 103 Mbps"", ""Mosquito net"", ""Paid dryer \u2013 In building"", ""Bidet"", ""Laundromat nearby"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Private patio or balcony"", ""Room-darkening shades"", ""Bed linens"", ""Hitachi refrigerator"", ""Hot water"", ""Lockbox"", ""Paid washer \u2013 In building"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Microwave"", ""Dishes and silverware"", ""Ceiling fan"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Hangers"", ""60 inch HDTV with standard cable, Netflix"", ""Hot water kettle"", ""Safe"", ""Books and reading material"", ""AC - split type ductless system"", ""Self check-in""]",917.0,47,4.73,4.72,4.64,4.93,4.79,4.26,4.67,0.35,35
Thailand,within an hour,t,Bang Na,3.0,t,Bang Na,Entire condo,2,1.0,"[""Stove"", ""Refrigerator"", ""Heating"", ""Elevator"", ""Smart lock"", ""Fire extinguisher"", ""Smoke alarm"", ""Private patio or balcony"", ""Shared pool"", ""Shared hot tub"", ""Bed linens"", ""Central air conditioning"", ""Private gym in building"", ""Hot water"", ""Wifi"", ""City skyline view"", ""Hair dryer"", ""Exercise equipment"", ""Microwave"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Dryer"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Washer \u2013\u00a0In building"", ""Hangers"", ""Cooking basics"", ""TV with standard cable"", ""Essentials"", ""Self check-in"", ""Kitchen""]",949.0,190,4.64,4.71,4.7,4.68,4.76,4.5,4.63,1.38,32
"Bangkok, Thailand",within an hour,t,Sathorn,7.0,t,Sathon,Entire serviced apartment,2,1.0,"[""Dining table"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Shower gel"", ""Local made shampoo"", ""Heating"", ""Elevator"", ""Mosquito net"", ""Fire extinguisher"", ""Smoke alarm"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Cleaning available during stay"", ""Hot water"", ""Wifi"", ""Paid washer \u2013 In building"", ""Hair dryer"", ""40 inch TV"", ""Free street parking"", ""Clothing storage: wardrobe"", ""Kitchenette"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Dryer"", ""Long term stays allowed"", ""Free parking on premises"", ""Freezer"", ""Hangers"", ""Hot water kettle"", ""Building staff"", ""Essentials"", ""Self check-in"", ""First aid kit""]",1300.0,59,4.66,4.79,4.85,4.81,4.8,4.49,4.66,0.51,34
"Bangkok, Thailand",a few days or more,f,other,1.0,t,Huai Khwang,Entire condo,3,1.0,"[""TV"", ""Air conditioning"", ""Hangers"", ""Backyard"", ""Refrigerator"", ""Gym"", ""Kitchen"", ""Elevator"", ""Host greets you"", ""Long term stays allowed"", ""Shampoo"", ""Essentials"", ""Smoke alarm"", ""Microwave"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Bed linens""]",1005.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17
United Kingdom,within an hour,f,Suan Luang,1.0,t,Vadhana,Entire rental unit,4,2.0,"[""Dining table"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Elevator"", ""Other electric stove"", ""Outdoor playground"", ""River view"", ""Paid dryer \u2013 In building"", ""Shared backyard \u2013 Fully fenced"", ""Laundromat nearby"", ""Smoke alarm"", ""Clothing storage: closet and wardrobe"", ""Drying rack for clothing"", ""Cleaning products"", ""Private entrance"", ""Room-darkening shades"", ""Bed linens"", ""Private patio or balcony"", ""Sun loungers"", ""Private gym in building"", ""Hot water"", ""Portable fans"", ""City skyline view"", ""Conditioner"", ""Paid washer \u2013 In building"", ""Wifi"", ""Dedicated workspace"", ""Movie theater"", ""Hair dryer"", ""Shampoo"", ""Garden view"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Waterfront"", ""Coffee"", ""Beach essentials"", ""Private outdoor pool - available all year, open 24 hours, saltwater"", ""Boat slip"", ""Long term stays allowed"", ""Courtyard view"", ""Free parking on premises"", ""Freezer"", ""Hangers"", ""Hot water kettle"", ""Building staff"", ""Books and reading material"", ""Cooking basics"", ""Essentials"", ""Self check-in"", ""Canal view"", ""AC - split type ductless system"", ""First aid kit"", ""Kitchen""]",2516.0,17,4.76,4.82,4.76,4.94,5.0,4.76,4.76,0.12,58
"Bangkok, Thailand",within an hour,f,Suan Luang,3.0,t,Suanluang,Entire rental unit,2,1.0,"[""TV"", ""Dryer"", ""Wifi"", ""Elevator"", ""Pool"", ""Shampoo"", ""Air conditioning"", ""Free parking on premises""]",9203.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8
"Bangkok, Thailand",within an hour,f,Sathorn,79.0,t,Sathon,Entire rental unit,1,1.0,"[""Dining table"", ""Luggage dropoff allowed"", ""Body soap"", ""Paid dryer \u2013 In building"", ""Bidet"", ""Portable air conditioning"", ""Laundromat nearby"", ""Smoke alarm"", ""Fire extinguisher"", ""Cleaning products"", ""Private entrance"", ""Room-darkening shades"", ""Bed linens"", ""Paid parking lot off premises"", ""Cleaning available during stay"", ""Hot water"", ""Portable fans"", ""City skyline view"", ""Paid washer \u2013 In building"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Fast wifi \u2013 186 Mbps"", ""Shampoo"", ""Clothing storage: wardrobe"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Xiaomi induction stove"", ""Self check-in"", ""Window guards"", ""Courtyard view"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers"", ""Portable heater"", ""Mini fridge"", ""Ethernet connection"", ""Hot water kettle"", ""Cooking basics"", ""Essentials"", ""Rice maker"", ""First aid kit"", ""Kitchen""]",900.0,375,4.55,4.68,4.57,4.78,4.81,4.58,4.67,2.52,44
"London, United Kingdom",within an hour,f,Bang Kho Laem,55.0,t,Yan na wa,Entire rental unit,3,2.0,"[""Refrigerator"", ""Washer"", ""Iron"", ""Air conditioning"", ""Hot water"", ""Wifi"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Dishes and silverware"", ""Dryer"", ""Hangers"", ""Smoking allowed"", ""Cooking basics"", ""TV with standard cable"", ""Essentials"", ""Self check-in"", ""Kitchen""]",854.0,35,4.56,4.76,4.7,4.94,4.94,4.24,4.55,0.23,19
"London, United Kingdom",within an hour,f,Bang Kho Laem,55.0,t,Bang Kho laen,Entire rental unit,2,1.0,"[""Luggage dropoff allowed"", ""Refrigerator"", ""Washer"", ""Fire extinguisher"", ""Iron"", ""Air conditioning"", ""Bed linens"", ""Hot water"", ""Wifi"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Free street parking"", ""Microwave"", ""Dishes and silverware"", ""Dryer"", ""Long term stays allowed"", ""Hangers"", ""Paid parking off premises"", ""Cooking basics"", ""TV with standard cable"", ""Essentials"", ""Self check-in"", ""Kitchen""]",736.0,44,4.78,4.93,4.8,4.88,4.88,4.0,4.56,0.28,25
"London, United Kingdom",within an hour,f,Bang Kho Laem,55.0,t,Bang Kho laen,Entire rental unit,2,1.0,"[""Refrigerator"", ""Washer"", ""Fire extinguisher"", ""Iron"", ""Air conditioning"", ""Bed linens"", ""Hot water"", ""Wifi"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Dryer"", ""Hangers"", ""Cooking basics"", ""TV with standard cable"", ""Essentials"", ""Self check-in""]",750.0,134,4.6,4.59,4.66,4.73,4.77,4.0,4.5,0.87,20
"London, United Kingdom",within an hour,f,Bang Kho Laem,55.0,t,Bang Kho laen,Entire rental unit,2,1.0,"[""Luggage dropoff allowed"", ""Dryer \u2013 In building"", ""Refrigerator"", ""Pets allowed"", ""Fire extinguisher"", ""Iron"", ""Private patio or balcony"", ""Bed linens"", ""Hot water"", ""Wifi"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Essentials"", ""Long term stays allowed"", ""Washer \u2013\u00a0In building"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""Cooking basics"", ""TV with standard cable"", ""AC - split type ductless system"", ""Self check-in""]",801.0,30,4.69,4.77,4.8,4.87,4.9,4.07,4.5,0.22,26
"London, United Kingdom",within an hour,f,Bang Kho Laem,55.0,t,Bang Kho laen,Entire rental unit,2,1.0,"[""Refrigerator"", ""Washer"", ""Patio or balcony"", ""Fire extinguisher"", ""Iron"", ""Air conditioning"", ""Hot water"", ""Wifi"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Dishes and silverware"", ""Dryer"", ""Hangers"", ""Smoking allowed"", ""Cooking basics"", ""TV with standard cable"", ""Essentials"", ""Self check-in"", ""Kitchen""]",808.0,58,4.68,4.74,4.79,4.91,4.86,4.23,4.64,0.38,21
"London, United Kingdom",within an hour,f,Bang Kho Laem,55.0,t,Bang Kho laen,Entire rental unit,3,1.0,"[""TV"", ""Wifi"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Self check-in"", ""Iron"", ""Air conditioning""]",938.0,8,5.0,5.0,5.0,4.88,5.0,4.25,4.88,0.05,9
"Bangkok, Thailand",within an hour,f,Sathorn,7.0,t,Sathon,Private room in rental unit,2,1.0,"[""Dryer"", ""Wifi"", ""Elevator"", ""Washer"", ""TV with standard cable"", ""Air conditioning"", ""Free parking on premises""]",1472.0,14,4.29,4.23,4.77,4.54,4.85,4.0,4.08,0.1,7
"Bangkok, Thailand",a few days or more,f,Lower Sukhumvit,4.0,t,Vadhana,Private room in rental unit,4,1.0,"[""Hangers"", ""Hot tub"", ""Gym"", ""Fire extinguisher"", ""Elevator"", ""Washer"", ""Lock on bedroom door"", ""Pool"", ""TV with standard cable"", ""Essentials"", ""Smoke alarm"", ""Iron"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",1455.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15
"Bangkok, Thailand",a few days or more,f,Lower Sukhumvit,4.0,t,Vadhana,Private room in condo,3,1.0,"[""Bathtub"", ""Dining table"", ""TV"", ""Hangers"", ""Gym"", ""Fire extinguisher"", ""Elevator"", ""Long term stays allowed"", ""Washer"", ""Lock on bedroom door"", ""Pool"", ""Cooking basics"", ""Sauna"", ""Smoke alarm"", ""Exercise equipment"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",1410.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18
"London, United Kingdom",within an hour,f,Bang Kho Laem,55.0,t,Bang Kho laen,Entire rental unit,2,1.0,"[""Dryer"", ""Wifi"", ""Lockbox"", ""Dedicated workspace"", ""Washer"", ""Hair dryer"", ""TV with standard cable"", ""Self check-in"", ""Air conditioning""]",765.0,16,4.64,4.53,4.63,4.56,4.81,4.0,4.56,0.11,9
"London, United Kingdom",within an hour,f,Bang Kho Laem,55.0,t,Bang Kho laen,Entire loft,2,1.0,"[""Refrigerator"", ""Washer"", ""Patio or balcony"", ""Fire extinguisher"", ""Iron"", ""Air conditioning"", ""Bed linens"", ""Hot water"", ""Wifi"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Backyard"", ""Dishes and silverware"", ""Dryer"", ""Hangers"", ""Cooking basics"", ""TV with standard cable"", ""Essentials"", ""Self check-in"", ""Kitchen""]",750.0,43,4.64,4.71,4.69,4.8,4.83,4.15,4.54,0.29,22
"Rio de Janeiro, Brazil",a few days or more,f,Silom,1.0,t,Bang Rak,Entire condo,2,2.0,"[""Luggage dropoff allowed"", ""Elevator"", ""Washer"", ""Smoke alarm"", ""Iron"", ""Air conditioning"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Gym"", ""Long term stays allowed"", ""Free parking on premises"", ""TV"", ""Hangers"", ""Pool"", ""Essentials"", ""Kitchen""]",2859.0,8,4.88,5.0,4.88,5.0,5.0,5.0,4.75,0.06,19
"Bangkok, Thailand",within an hour,t,other,11.0,t,Phaya Thai,Entire serviced apartment,5,2.0,"[""Dining table"", ""Luggage dropoff allowed"", ""Stove"", ""Refrigerator"", ""Shower gel"", ""Elevator"", ""Bidet"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Air conditioning"", ""Private patio or balcony"", ""Bed linens"", ""Shared pool"", ""Private gym in building"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Exercise equipment"", ""Microwave"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Free parking on premises"", ""Freezer"", ""TV"", ""Hangers"", ""Hot water kettle"", ""Building staff"", ""Safe"", ""Free washer \u2013 In building"", ""Free dryer \u2013 In building"", ""Cooking basics"", ""Essentials"", ""Self check-in"", ""Kitchen""]",2714.0,557,4.84,4.85,4.81,4.94,4.92,4.67,4.83,4.58,40
"Bangkok, Thailand",within an hour,f,Sathorn,79.0,t,Sathon,Entire serviced apartment,2,1.0,"[""Mi induction stove"", ""Dining table"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Paid dryer \u2013 In building"", ""Bidet"", ""Laundromat nearby"", ""Drying rack for clothing"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Cleaning available during stay"", ""Hot water"", ""Portable fans"", ""Paid washer \u2013 In building"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""54 inch HDTV"", ""Microwave"", ""Kitchenette"", ""Dishes and silverware"", ""Long term stays allowed"", ""Freezer"", ""Hangers"", ""Ethernet connection"", ""Hot water kettle"", ""Essentials"", ""Self check-in"", ""Fast wifi \u2013 121 Mbps""]",2071.0,41,4.73,4.76,4.76,4.88,4.9,5.0,4.71,0.33,30
"Bangkok, Thailand",within an hour,f,other,1.0,t,Phaya Thai,Entire condo,2,1.0,"[""Refrigerator"", ""Elevator"", ""Host greets you"", ""Washer"", ""Fire extinguisher"", ""Smoke alarm"", ""Iron"", ""Shared pool"", ""Private entrance"", ""Air conditioning"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Dryer"", ""Gym"", ""Hangers"", ""Essentials"", ""Kitchen""]",800.0,19,4.58,4.68,4.58,4.53,4.68,4.74,4.68,0.27,20
"Bangkok, Thailand",within an hour,f,Lak Si,5.0,t,Lak Si,Private room in rental unit,2,1.0,"[""Dryer"", ""Wifi"", ""Heating"", ""Elevator"", ""Washer"", ""TV with standard cable"", ""Shampoo"", ""Essentials"", ""Air conditioning"", ""Free parking on premises""]",784.0,28,4.7,4.78,4.93,4.85,4.7,4.22,4.67,0.2,10
unknown,a few days or more,f,other,2.0,t,Phaya Thai,Private room in rental unit,2,1.0,"[""TV"", ""Dryer"", ""Wifi"", ""Elevator"", ""Washer"", ""Shampoo"", ""Essentials"", ""Fire extinguisher"", ""Air conditioning""]",983.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01,9
Singapore,within an hour,f,Pathum Wan,5.0,t,Parthum Wan,Entire rental unit,2,1.0,"[""Bathtub"", ""Electric stove"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Heating"", ""Elevator"", ""Outdoor furniture"", ""Smoke alarm"", ""BBQ grill"", ""Drying rack for clothing"", ""Iron"", ""Cleaning products"", ""Bed linens"", ""Cleaning available during stay"", ""Central air conditioning"", ""Hot water"", ""Resort access"", ""Wifi"", ""Conditioner"", ""Toaster"", ""Shared pool - available all year, open 24 hours"", ""Dedicated workspace"", ""Hair dryer"", ""Paid parking lot on premises"", ""Shared sauna"", ""Shampoo"", ""Exercise equipment"", ""Free washer \u2013 In unit"", ""Private hot tub"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Outdoor dining area"", ""Free parking on premises"", ""Hangers"", ""Shared gym in building"", ""Crib"", ""Free dryer \u2013 In unit"", ""Clothing storage"", ""Building staff"", ""Cooking basics"", ""TV with standard cable"", ""Wine glasses"", ""Essentials"", ""Self check-in"", ""Kitchen""]",4253.0,126,4.86,4.93,4.85,4.87,4.93,4.96,4.76,0.88,48
"Bangkok, Thailand",N/A,f,other,1.0,t,Chatu Chak,Entire condo,6,3.0,"[""Bathtub"", ""Dining table"", ""Electric stove"", ""Refrigerator"", ""Elevator"", ""Outdoor playground"", ""Outdoor furniture"", ""Shared outdoor pool - available all year, open specific hours"", ""Fire extinguisher"", ""Smoke alarm"", ""Drying rack for clothing"", ""Iron"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Private patio or balcony"", ""Cleaning available during stay"", ""Hot water"", ""Wifi"", ""City skyline view"", ""Toaster"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Garden view"", ""Microwave"", ""Oven"", ""Coffee maker: french press"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Gym"", ""Hammock"", ""Outdoor dining area"", ""Self check-in"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Hangers"", ""Blender"", ""Free parking garage on premises \u2013 2 spaces"", ""Park view"", ""Hot water kettle"", ""Building staff"", ""Cooking basics"", ""TV with standard cable"", ""Wine glasses"", ""Essentials"", ""Rice maker"", ""Kitchen""]",4037.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48
"Bangkok, Thailand",within an hour,f,Sathorn,79.0,t,Sathon,Entire rental unit,2,0.0,"[""Luggage dropoff allowed"", ""Fast wifi \u2013 84 Mbps"", ""Body soap"", ""Mosquito net"", ""Paid dryer \u2013 In building"", ""Bidet"", ""Portable air conditioning"", ""Laundromat nearby"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Cleaning products"", ""Private entrance"", ""Room-darkening shades"", ""Bed linens"", ""Private patio or balcony"", ""Paid parking lot off premises"", ""Cleaning available during stay"", ""Hot water"", ""Portable fans"", ""City skyline view"", ""Paid washer \u2013 In building"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Hangers"", ""Portable heater"", ""Mini fridge"", ""Safe"", ""Essentials"", ""Self check-in"", ""First aid kit""]",807.0,123,4.67,4.82,4.71,4.85,4.88,4.7,4.72,0.99,36
unknown,within an hour,t,Thonburi,52.0,t,Thung khru,Entire villa,4,2.0,"[""Elevator"", ""Washer"", ""Kitchen"", ""Fire extinguisher"", ""Smoke alarm"", ""Iron"", ""Air conditioning"", ""Wifi"", ""Hair dryer"", ""Shampoo"", ""Dryer"", ""Gym"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Pool"", ""TV with standard cable"", ""Essentials"", ""Hot tub""]",2000.0,3,5.0,4.67,5.0,5.0,5.0,4.67,4.33,0.02,19
"Bangkok, Thailand",within an hour,f,Sathorn,79.0,t,Sathon,Entire rental unit,3,0.0,"[""Dining table"", ""Luggage dropoff allowed"", ""Ski-in/Ski-out"", ""Fast wifi \u2013 84 Mbps"", ""Body soap"", ""Mosquito net"", ""Outdoor furniture"", ""Paid dryer \u2013 In building"", ""Bidet"", ""Portable air conditioning"", ""Laundromat nearby"", ""42 inch HDTV with Netflix"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Cleaning products"", ""Private entrance"", ""Room-darkening shades"", ""Bed linens"", ""Paid parking lot off premises"", ""Cleaning available during stay"", ""Hot water"", ""Portable fans"", ""City skyline view"", ""Paid washer \u2013 In building"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Garden view"", ""Microwave"", ""Extra pillows and blankets"", ""Outdoor dining area"", ""Window guards"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers"", ""Portable heater"", ""Mini fridge"", ""Hot water kettle"", ""Safe"", ""Books and reading material"", ""Essentials"", ""Self check-in"", ""First aid kit""]",950.0,458,4.47,4.57,4.51,4.77,4.78,4.56,4.54,3.0,46
"Bangkok, Thailand",within an hour,f,Sathorn,79.0,t,Sathon,Entire rental unit,2,0.0,"[""Luggage dropoff allowed"", ""Fast wifi \u2013 82 Mbps"", ""Mosquito net"", ""Paid dryer \u2013 In building"", ""Bidet"", ""Portable air conditioning"", ""Laundromat nearby"", ""Smoke alarm"", ""Fire extinguisher"", ""Private patio or balcony"", ""Cleaning products"", ""Private entrance"", ""Room-darkening shades"", ""Bed linens"", ""Paid parking lot off premises"", ""Cleaning available during stay"", ""Hot water"", ""Portable fans"", ""City skyline view"", ""Paid washer \u2013 In building"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Courtyard view"", ""Carbon monoxide alarm"", ""Hangers"", ""Portable heater"", ""Mini fridge"", ""Hot water kettle"", ""Safe"", ""Essentials"", ""Self check-in"", ""First aid kit""]",850.0,246,4.58,4.7,4.6,4.78,4.79,4.61,4.66,1.65,36
"Bangkok, Thailand",within an hour,f,Bang Na,14.0,t,Bang Na,Entire rental unit,2,1.0,"[""Elevator"", ""Washer"", ""Smoke alarm"", ""Iron"", ""Shared pool"", ""Air conditioning"", ""Hot water"", ""Wifi"", ""Lockbox"", ""Hair dryer"", ""Shampoo"", ""Dryer"", ""Gym"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""TV with standard cable"", ""Essentials"", ""Self check-in"", ""Kitchen""]",1196.0,153,4.7,4.68,4.59,4.79,4.83,4.44,4.67,1.01,20
"London, United Kingdom",within an hour,f,Bang Kho Laem,55.0,t,Sathon,Entire rental unit,2,1.0,"[""Body soap"", ""Mosquito net"", ""Paid dryer \u2013 In building"", ""Bidet"", ""HDTV with Netflix"", ""Fire extinguisher"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Hot water"", ""Wifi"", ""Paid washer \u2013 In building"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Dishes and silverware"", ""Hangers"", ""Mini fridge"", ""Self check-in""]",713.0,236,4.46,4.64,4.51,4.71,4.72,4.43,4.5,1.66,19
"Bangkok, Thailand",within a few hours,t,Sathorn,14.0,t,Sathon,Entire condo,4,2.0,"[""Bathtub"", ""Dining table"", ""Luggage dropoff allowed"", ""Electric stove"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""42 inch HDTV with premium cable, standard cable"", ""Elevator"", ""Paid parking garage on premises"", ""Laundromat nearby"", ""Paid crib - available upon request"", ""Shared outdoor pool - available all year, open specific hours"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Cleaning products"", ""Room-darkening shades"", ""Bed linens"", ""Central air conditioning"", ""Hot water"", ""Wifi"", ""City skyline view"", ""Toaster"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Microwave"", ""Oven"", ""Dishes and silverware"", ""Coffee"", ""Single level home"", ""Free parking garage on premises"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Freezer"", ""Hangers"", ""Coffee maker: Nespresso"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Safe"", ""Cooking basics"", ""Wine glasses"", ""Essentials"", ""First aid kit"", ""Kitchen""]",3268.0,157,4.83,4.9,4.84,4.84,4.85,4.71,4.79,1.12,50
